Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,0,1.0,0.0,0.1

Temperature,Magnetizatio n Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev
2.0,0.9152396,0.0383582402078,-1.7468906,0.0857661799991
2.1,0.8695233,0.0573030824399,-1.653104,0.101706741094
2.2,0.4549759,0.630901753777,-1.5173552,0.140052151119
2.3000000000000003,0.3739835,0.558060647446,-1.3699768,0.153366187479
2.4000000000000004,0.0808812,0.510208556854,-1.2064652,0.147246464097
