Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,0,1.0,0.0,0.1

Temperature,Magnetization Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev
2.0,0.9113055,0.0427523352549,-1.7421956,0.0870398491534
2.1,0.8691427,0.0542489127698,-1.6515588,0.100362095148
2.3,0.5234397,0.463148958721,-1.3904112,0.148689686645
2.2,0.8081428,0.0830444568178,-1.5421716,0.121174816498
2.6,0.0107414,0.251153800143,-0.9738936,0.109197874883
2.4,0.1031506,0.512436802659,-1.2076488,0.15055372416
2.5,0.097264,0.333579620637,-1.060443,0.126358797679
